consent,prolific_id,work_status,ai_tools_use,ai_tools_frequency,mentally_taxed_ai_prompts,ai_info_trust_drains_focus,switching_ideas_ai_flow_harder,meta_thinking_when_using_ai,lose_track_own_vs_ai_thoughts,brief_ai_sessions_mind_cluttered,rely_ai_suggestions_decisions,follow_ai_over_instinct,less_confident_without_ai_input,ai_decides_detached_from_outcome,question_if_decision_truly_mine_ai,ai_blurs_judgment_automation,worry_ai_weakens_independent_decisions,mind_replays_ai_interactions,hard_to_switch_off_after_ai,need_time_away_to_feel_myself,short_ai_breaks_clear_head,day_disconnected_ai_calm_grounded,uneasy_without_ai_long_periods,open_text_ai_effects_on_thinking,age_group,country,gender
Yes,6462217d7bd09447661ed6a4,Employed part-time,Yes,Often,6,6,3,2,2,3,3,2,2,3,4,4,3,2,2,2,5,3,2,"I don't think it has an effect on my mental abilities once the session is over. In-session, sometimes I can be a little too trusting of the AI. For example, I lost 2 hours at work the other day because ChatGPT hallucinated that something impossible to do with a Python library was possible. I assumed the AI was right and built scaffolding around the idea, only to realize the problem when I tried to slot the hallucination in.

So, while I find these LLMs to be useful tools, especially for remembering syntax in programming languages that I don't use often, I do catch myself believing them a little too readily. Once I step away though, I've synthesized anything true/useful it's said and moved on with my life. I don't think of it much differently than iterating on Google searches.",35 - 44,US,Man
Yes,647869e6f69318bacc341d53,Employed full time,Yes,Never,5,5,3,3,2,3,4,5,4,5,3,2,5,3,3,2,4,3,3,it makes me doubt myself,45 - 54,UK,Woman
Yes,6478e5fc76f5ecbc4f0ed353,Employed full time,Yes,Very often,3,5,2,4,2,2,5,3,5,2,2,2,1,1,1,1,2,1,3,"I think it helps me consider new options in the decision making process, or reinforce how I feel about the options. Its more an assistant than a driver in thinking and making decisions .  ",25 - 34,US,Man
Yes,648868ab86c65ebe29777662,Retired,No,Rarely,6,5,4,3,1,5,1,1,1,1,4,7,6,1,1,1,7,4,1,It is sometimes difficult to determine if the AI interpreted my question correctly and has provided a plausible answer.,55 - 65,US,Woman
Yes,648a30a2847ab1c5fa5785f8,Retired,No,Never,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,"I don’t have any issues as I’m not a digital tool user. But I can imagine if it doesn’t understand the question it could be frustrating, tech is great when it works.",55 - 65,UK,Woman
Yes,64aff8a2c8ddc83286a349c3,Unable to work due to illness or disability,Yes,Sometimes,6,7,7,5,2,5,2,1,1,5,3,5,4,5,4,7,7,7,1,"Often AI gives an extremely long answer which takes a long time to read and could be answered more succinctly.   It's annoying to need to check every video, photo, or post that I see on social media to tell whether it's AI-generated or not, so the better it gets, the more alienated I feel, as it blurs reality vs propaganda.  Google AI overview is often wrong or extremely biased and there's no way to turn it off, and it's hard to ignore, which is worrying.   ",Over 65,US,Woman
Yes,64c2bb6ce9c40ddb6650e63e,Employed full time,Yes,Everyday,7,5,5,7,7,6,7,7,1,6,5,7,7,5,5,7,7,7,1,Using AI tools make me feel like I don't think critically about things and it makes me feel like I took the easy way out to create something.,45 - 54,US,Man
Yes,65031f68de6e940396216f8a,Employed part-time,Yes,Occasionally,3,3,2,1,1,5,2,1,1,3,5,5,6,1,1,5,7,6,7,I don't go out of my way to use AI and can't use it at work. But sometimes I'm forced to when interacting with a company and I hate it. I end up getting so frustrated that I want to scream.,55 - 65,US,Woman
Yes,650b03136ab3d4c832d98b71,Employed part-time,Yes,Sometimes,2,1,1,1,1,1,1,1,1,4,2,1,1,3,1,5,5,5,1,"I use AI tools purely as tools, nothing else. They affect my ability to think and make decisions in the same way that computers and calculators do, basically not at all. The way I use these tools, they simply help me do things faster and more efficiently. Why would that have any effect on my ability to think clearly? Other than feeling tired from doing something for a long time which everything else also does, they have no negative impact on me.",25 - 34,US,Man
Yes,650b9dab197926f037eb4531,Employed full time,Yes,Everyday,2,5,3,5,2,2,7,3,3,5,3,7,5,3,3,5,6,4,4,Using AI supports my reasoning and thinking process when making every decision.,55 - 65,New Zealand,Man
Yes,651ac88823e71c05dbc1ff63,Employed full time,Yes,Occasionally,3,2,5,2,1,1,1,1,1,4,1,2,7,1,1,6,5,4,1,It doesn't have a great deal of affect on me a I don't use AI tools often. I find them a pleasant diversion when I do use them as they are still a novel way of working to me.,55 - 65,UK,Man
Yes,651f0d6c26e75447ae818a36,Employed full time,Yes,Sometimes,5,5,5,5,5,4,5,3,3,4,3,3,3,2,2,2,5,3,1,I think it just improves on my thinking process and improves how I function.,35 - 44,US,Woman
Yes,6526ca3a7e8af960de678715,Self-employed / freelance,No,Rarely,5,4,1,1,1,5,2,1,1,2,1,4,1,2,1,6,7,7,3,I'm not really very reliant on using AI tools so they don't have any notable impact on my decision making or thinking clearly.,45 - 54,UK,Man
Yes,65293fa9b73b0edd4fd93b95,Employed full time,Yes,Occasionally,5,6,6,6,6,3,4,5,4,4,3,2,2,3,4,6,4,2,3,It can be helpful but also annoying,25 - 34,US,Woman
Yes,652fcdc57cc2ae3b4731184b,Unemployed and looking for work,No,Sometimes,6,6,5,5,4,5,4,4,5,3,5,5,5,5,5,5,5,4,4,using AI makes me question some of my choices and decisions ,55 - 65,US,Man
Yes,6534f6c1aaf6d193fc2c1526,Retired,Yes,Rarely,5,6,6,6,6,6,4,2,4,5,5,5,5,4,4,5,5,6,3,It sometimes overloads me with information which I feel I need to sift through for the truth.,Over 65,UK,Woman
Yes,653b6dddcc1f60f17e2f7f0f,Employed part-time,No,Occasionally,4,6,3,6,2,5,3,4,2,4,7,6,7,3,2,7,7,6,1,"I have a strategic way of thinking problems through. If AI provides the answer sometimes I don't understand how the answer was reached and it can make me question the answer, so my mind won't rest. I cannot just accept an answer, I need to understand how the answer is reached.",35 - 44,UK,Woman
Yes,6545c72ce36b05a1f97d2052,Self-employed / freelance,Yes,Rarely,4,7,5,2,2,2,1,1,1,2,1,2,4,1,1,3,3,2,1,IT doesn't really. I rarely use AI tools for work or personnal use,35 - 44,Australia,Man
Yes,65590be9c6d84395709e8937,Employed full time,Yes,Occasionally,2,2,2,4,1,1,2,5,1,2,2,3,1,1,1,1,1,1,1,No effect ,25 - 34,Australia,Man
Yes,655a97bf4d75ee9bf7ab0794,Self-employed / freelance,Yes,Often,4,4,2,2,1,1,1,1,1,1,5,2,1,1,1,1,5,3,1,"It doesn't. I question everything, AI is useful but it's far from perfect. I use it to save time, but often I need to do my own research to make sure facts are correct. ",45 - 54,Ireland,Man
Yes,655b66a54fed8fea8a342e40,Employed full time,No,Rarely,1,2,4,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,"It does not. AI is simply a tool, like all the other that I already use. It does not have that effect on me at all.",35 - 44,Australia,Man
Yes,655f95ffd90905e27c938a49,Employed full time,No,Occasionally,5,6,4,4,2,5,2,3,2,3,3,4,3,2,3,3,5,4,2,"I think it doesn't let me think as critically as I should. I think there's a lot of information, so it's gets a bit draining. I do need a break after using AI tools every once in a while.",25 - 34,US,Woman
Yes,657065aa0c153f5a01470d1b,Employed part-time,Yes,Sometimes,4,5,5,2,2,3,2,2,2,4,5,5,4,2,3,5,6,5,3,"I do not think that using digital or AI tools significantly impact my ability to think clearly or make decisions as I generally use AI as a 'backstop' to ensure that my decision or information is correct in a speedy and less taxing manner. However, I do think that it impacts my ability to fully rest my mind. I feel not entirely able to disconnect from digital systems and work for longer than I intended to as digital systems make things much easier to just keep going. Thinking about what I need to do and how I am going to do it is something that I have noticed more and more with increasing digital use and this impacts on my ability to rest my mind. ",Over 65,UK,Man
Yes,657b111e0f834cfa496bd068,Employed full time,Yes,Very often,1,1,1,1,1,1,5,6,1,1,1,1,2,1,1,1,1,1,1,AI is helpful and frees me up to focus on important things.,45 - 54,US,Woman
Yes,657dd710c7afa87088647ea7,Employed full time,Yes,Often,3,5,3,4,4,3,4,3,4,2,4,5,4,3,4,5,5,4,4,Using digital or AI tools can help me to make some decisions and get ideas more quickly and clearly. ,45 - 54,US,Man
Yes,6595653c5c92016f134c8b25,Self-employed / freelance,Yes,Often,1,1,2,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,2,I do not have any issues with using AI and feel it has no negative impacts on my thinking of decisions,35 - 44,UK,Man
Yes,659583e0d5fab84895bfac7c,Employed part-time,Yes,Sometimes,2,2,6,7,2,1,2,4,2,1,5,7,5,2,2,2,5,4,3,"I think if you rely on  AI tools too much, then it may stifle you're ability to think critically, I feel if you exercise you're mind in this area, you will be more assertive and higher functioning in general .I think AI although very useful can be damaging to young people, when they are developing those critical thinking and problem solving muscles.",35 - 44,Ireland,Man
Yes,659590edd421a4085d51e2b9,Employed full time,Yes,Everyday,2,2,2,3,2,2,6,6,2,2,2,2,6,2,2,2,2,2,6,Using AI helps to keep my thoughts organized.,35 - 44,US,Woman
Yes,6598290cf1ec7a1ece008b99,Unable to work due to illness or disability,No,Never,7,2,6,5,7,5,1,1,1,7,7,5,6,1,1,5,7,7,1,Using AI makes me feel lazy and less likely to think when I need to make complex decisions. ,25 - 34,US,Woman
Yes,659d89b9d816e89ba953f4a9,Employed full time,Yes,Very often,3,5,5,5,2,2,4,2,2,6,4,4,7,2,2,4,7,5,3,"I appreciate being able to use digital/AI tools to easy my workflows and help to save time on  less important tasks (ie. rewording) that would otherwise take longer. Sometimes, the process of writing out information or a prompt to ChatGPT is a helpful experience for me to articulate my thoughts in a clear way.",25 - 34,New Zealand,Woman
Yes,65a46bd1df11a18ab8055107,Employed full time,Yes,Very often,4,4,6,4,2,4,2,2,1,4,1,1,5,1,1,1,1,5,1,"I'm only using AI tools on an irregular basis, but daily. So far, I haven't found it affects my ability to think clearly or make decisions.",45 - 54,Australia,Woman
Yes,65c0ed76e2e195876cfd9b74,Employed full time,Yes,Sometimes,1,1,2,2,1,1,4,2,2,3,4,3,2,1,1,2,2,2,1,"I use AI tools to gather information and not for it to make decisions for me.  While I depend on AI to help me with my work, I do not let it control me. ",55 - 65,US,Man
Yes,65c4810b156f5b847b7b236a,Employed full time,Yes,Often,3,3,5,6,3,2,3,1,3,7,5,6,7,2,1,1,2,3,1,It allows me to think about the issue i’m trying to fix and the grammar and spelling and structure can be done by AI. That way i don’t have to worry about anything other than the thing i’m trying to figure out. ,25 - 34,Australia,Man
Yes,65ca8b87ebd847a5d4ac354e,Employed full time,Yes,Sometimes,3,5,2,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,"It doesnt mess with my ability to make decisions, but it does help me with making more informed decisions. ",25 - 34,US,Woman
Yes,65cb586a1166caf7eb546dda,Employed full time,Yes,Often,3,5,7,3,1,6,2,1,1,2,2,2,2,1,1,5,1,6,1,AI tools can sometimes give me a headache because I do not trust the output and I am constantly fact-checking. ,45 - 54,US,Woman
Yes,65cb86a7e667e637599a3af3,Self-employed / freelance,No,Occasionally,3,3,5,2,5,2,2,2,3,6,6,5,6,2,2,2,4,4,1,"I feel like I lose some of my creativity and uniqueness when I use AI tools. It often ""blocks"" my ability to generate more individualized, unique decisions. ",25 - 34,US,Woman
Yes,65cb86f5d66c449d8c8f69af,Employed full time,Yes,Sometimes,5,5,5,3,2,4,1,1,1,5,2,3,7,1,1,5,7,7,1,"I find that using AI tools helps streamline tasks that are mundane or tasks that feel so large that I'm not sure where to start. However, I feel at unease when tasks are fully done by AI because it makes me worry about my own critical thinking abilities",25 - 34,US,Woman
Yes,65d0c20e1566a1ad19af6d16,Employed full time,Yes,Everyday,4,3,6,5,3,4,4,1,1,5,7,7,7,5,4,7,7,5,2,I think it's good if it's on way. And it really makes the decision for you if you really think about it you ask a question and it give you an answer to this pretty much put anybody in between accepted and you lose sense of self,55 - 65,US,Man
Yes,6604567de774a31fa7fcd288,Self-employed / freelance,No,Never,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,"I usually do not use AI UNLESS a mini-job I do for a company or so require it. This said, AI tools are not my thinking, and I rely om ,y own decisions instead of a system. In this case, it does not affect me to think clearly, to make decisions on my own, or to rest my mind.
",45 - 54,US,Woman
Yes,6605deacdf8668599331ad87,Homemaker / caring for family,Yes,Very often,5,5,2,4,2,6,2,2,2,4,1,2,4,5,4,4,5,4,5,often the information given is not clear or needs more information. so it affects coming to decisions or completing tasks,35 - 44,UK,Woman
Yes,6607dc40f36e36de9ec1a62c,Employed full time,Yes,Occasionally,5,2,4,6,2,4,1,3,2,4,3,5,5,2,1,6,6,7,4,"There's no end to the amount of information available. So I find myself delving deeper and deeper, looking for the perfect answer/response. I'm never satisfied with it's first response and find myself fine tuning my prompts to influence the responses then on.",35 - 44,UK,Woman
Yes,66098ccb8d0db61d5a55704d,Employed full time,Yes,Very often,6,6,4,4,5,5,5,5,5,6,6,5,5,4,2,6,6,2,2,"USING DIGITAL AI TOOLS HELPS ME PROCESS INFORMATION FASTER AND STAY ORGANIZED, WHICH CAN MAKE DECISION MAKING FEEL MORE EFFICIENT. BUT SOMETIMES, RELYING ON THEM TOO MUCH MAKES IT HARDER TO TRUST MY OWN JUDGEMENT OR TAKE MENTAL BREAKS SINCE THERE'S ALWAYS MORE DATA TO ANALIZE OR NOTIFICATIONS TO CHECK",45 - 54,UK,Man
Yes,660b3b3047e741dc38349724,Employed full time,Yes,Sometimes,3,3,2,3,2,2,2,2,2,5,2,2,5,3,2,2,3,2,2,Using AI forces me to think through what I am actually trying to achieve so I can articulate it in prompts,45 - 54,Australia,Man
Yes,660c34fa0f7eacfd58bb4f06,Employed full time,Yes,Very often,2,3,5,4,3,1,6,3,5,5,6,3,7,2,2,4,6,5,3,I sometimes feel I rely to heavily on AI. I can tend to get engaged with it and then lose track of time because I'm enjoying myself. Then I end up feeling guilty for all the time I spent with it. ,55 - 65,US,Woman
Yes,661149a91b7fad3a3d2caf0c,Employed full time,Yes,Everyday,3,3,2,2,3,2,5,5,6,6,5,6,6,4,6,5,4,5,2,"boost clarity by handling routine tasks, but they can also scatter attention and shrink the space for reflection. They make choices feel easier, though that convenience can weaken slower, more deliberate judgment. They help when used with limits, but without limits they keep the mind active when it needs to rest.",25 - 34,UK,Woman
Yes,66125c309e5fdbc4ec2f52ba,Employed full time,Yes,Very often,2,4,1,7,1,1,2,1,2,1,1,2,3,1,1,1,1,1,1,I am able to think clearly in most cases but when thinking of situations im not the most confident in I tend to second guess myself and let AI assist me / make a decision for me.,35 - 44,New Zealand,Man
Yes,6612dd63ac583a46f80a2d2b,Employed part-time,No,Rarely,4,5,4,4,1,4,1,1,1,4,4,5,7,3,4,6,6,6,4,"I try not to use AI tools as I am concerned that it will negatively impact m,y ability to think and do independently",45 - 54,UK,Woman
Yes,66156961cc93b919fe5d5391,Employed full time,No,Never,4,3,4,3,2,3,1,4,3,4,5,4,6,2,1,4,4,4,1,I think ai tools have advanced so much that they are very persuasive,45 - 54,UK,Man
Yes,66293cc1dcfaa310dd0f711b,Employed full time,Yes,Often,4,4,3,4,3,4,5,4,4,4,4,4,5,4,4,4,4,4,4,I think AI tools have a positive effect on my abilities because they help me catch things I might not have thought of. In this way they enhance what I could do on my own.,45 - 54,US,Man
Yes,662973533159df515afdd606,Employed part-time,No,Never,4,6,4,2,1,3,1,1,1,2,2,2,1,1,1,7,7,7,1,"It doesn't, I don't know how it could actually do that for anyone.",45 - 54,US,Woman
Yes,662c299e6db88649ff13ccae,Unemployed and looking for work,No,Rarely,2,6,3,5,2,6,1,1,1,4,4,5,7,3,2,5,4,5,1,It is always just a lot of information to take in all at once.,55 - 65,US,Woman
Yes,663025c8522376734fa5a4f1,Employed part-time,Yes,Often,6,7,5,2,5,7,6,2,5,5,6,6,7,2,6,7,7,7,5,"Using AI can be very helpful for me in making decisions especially in regards to things like meal ideas. However, too much use leaves me scattered and overstimulated. It is imperative that i do not overuse AI and take regular breaks to calm my mind and think for myself.",25 - 34,Australia,Woman
Yes,6630a9183be166633912f923,Employed full time,Yes,Often,5,6,6,5,4,4,2,3,5,5,5,4,4,3,3,4,4,5,6,"The models provide different answers to the same queries and also require multiple follow up questions to provide useful answers. You also have to fact check anything that's questionable or highly important.  After awhile, you're mentally exhausted and full of doubt while still needing and craving reliable information. You blame yourself for not being smart enough to use AI models",55 - 65,US,Woman
Yes,6633fa4ebe0a692fc1a5f422,Employed full time,No,Sometimes,2,1,4,1,1,1,4,5,4,6,7,7,7,1,1,4,4,5,1,It makes me less confident about making my own decisions. But also saves me time,25 - 34,UK,Man
Yes,66358d404b95112d53513391,Employed full time,Yes,Everyday,2,3,2,3,2,2,6,3,2,2,2,3,2,3,2,2,5,4,2,"I always view AI as my own personal knowledgeable assistant, who works 24/7 without tiring or complaining. I can choose what I do myself and what I delegate. I can choose whether to listen to AI or to ignore it. I see using AI as a symbiotic relationship where I gain by being freed from the majority of research work and base analyses. I am freed up to focus on QA over AI feedback, and then deciding whether I need to research/analyze further before making a decision myself. I find this approach stimulating, reassuring and comforting; I can rest my mind when wanted and then employ my full brain power when needed.",55 - 65,UK,Man
Yes,6638d4ee19c87bca8a26a415,Employed full time,Yes,Everyday,2,1,3,2,2,1,5,5,4,3,5,4,6,1,1,1,1,1,2,it does not impact me ,35 - 44,UK,Man
Yes,663a7a5976c8f577c563362a,Employed part-time,Yes,Occasionally,4,3,3,1,2,4,3,2,2,5,4,5,6,1,1,7,7,7,1,"often when i am using AI tools, the amount of information it gives me is often large and cluttered so it takes more time to go through and analyze the results for accuracy. by having results and information generated it does save time initially, but having to comb through and check for accuracy is often draining as it feels like a menial task.",25 - 34,US,Woman
Yes,663a94c4f1f80e7c9c8a2d19,Employed full time,No,Rarely,3,6,6,6,6,6,3,5,3,5,5,3,5,5,3,5,3,5,3,I think it feels like it add clutter. It's hard to pick a part AI results into something refined. ,25 - 34,US,Woman
Yes,664439645a9a29be43d5bf5a,Retired,No,Rarely,4,4,4,6,1,4,1,4,1,4,2,4,4,1,1,1,1,4,1,Can cause you to be less inclined to search out information or learn on your own.,35 - 44,US,Man
Yes,664d3ff00a00a73398ac3f4f,Employed full time,Yes,Occasionally,5,3,5,6,5,6,3,2,2,3,3,6,7,4,5,7,7,7,1,Overload of words and information and very quickly spat out by the AI so i don't have time to think.,45 - 54,US,Man
Yes,664df63bbadb5bfc6fab223b,Student,Yes,Everyday,3,6,6,4,5,5,3,1,2,5,5,5,6,1,2,5,5,4,2,SOmetimes instead of fixing the error I kepp asking teh AI to fix teh error which drains all my energy,25 - 34,UK,Man
Yes,66510a0d8ae2bdbdf89d24cf,Homemaker / caring for family,Yes,Often,2,2,2,3,2,3,2,4,4,3,2,3,6,3,2,4,3,4,2,I don't think it affects me negatively. Instead it helps me with suggestions helping me feel more confident in what I was looking for.,35 - 44,US,Woman
Yes,66547fc259d4bc7ed73542d0,Self-employed / freelance,No,Rarely,2,5,2,1,1,5,1,1,1,1,6,6,6,1,1,6,6,7,1,I work ai tools just create a feedback loop and encourage what you were already thinking instead of helping one to use critical thinking skills,45 - 54,US,Woman
Yes,66565f702a8c21be63eb93ce,Self-employed / freelance,Yes,Everyday,5,5,4,5,4,3,4,4,2,4,4,3,4,4,4,4,5,4,2,"Using digital and AI tools helps me get information quickly, but sometimes it makes my mind feel tired. I have to think a lot about whether the information is correct and how to ask the right questions. This can make it harder to think clearly or relax. Even though the tools are useful, they can also add extra mental effort.",25 - 34,UK,Man
Yes,6657b0d02e5dfa6c2663a647,Unemployed and looking for work,Yes,Often,2,3,2,2,3,4,3,3,2,3,2,3,5,4,3,2,4,3,2,"I would say it can be helpful for me to make a more informed decision, but don't feel like it has a strong effect on how I think or my ability to rest my mind.",35 - 44,US,Man
Yes,6658b12b0f761f4d8def85b3,Employed full time,Yes,Very often,4,5,6,4,2,3,5,2,3,5,6,4,7,1,1,2,3,5,2,I feel like I automatically reach for AI tools rather than defaulting to my own brain power and it scares me,25 - 34,UK,Woman
Yes,6658b3b6347b527af5f3bad3,Employed full time,Yes,Occasionally,3,3,5,4,2,5,4,5,6,3,3,6,2,5,3,5,3,1,5,Using AI helps with important decisions it don’t make me think not clearly,25 - 34,UK,Man
Yes,6658b4ae84cb793eeaa040b1,Employed part-time,No,Rarely,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,It consumes me sometimes to the point where it can become addictive.,35 - 44,UK,Woman
Yes,6658bba1a51a037d25bb677e,Homemaker / caring for family,No,Rarely,5,4,3,2,2,4,1,2,1,2,2,1,1,1,1,5,4,3,3,"The overload of input from using a phone and apps clutters my already cluttered mind even more, its as if all the tabs are never closed, but multiplied. ",25 - 34,US,Woman
Yes,6658c4239af9537eefdfbcc9,Employed full time,No,Rarely,5,6,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,I use it sometimes but don't want to become reliant on it,25 - 34,UK,Woman
Yes,6658d66a5e45cac0aaeb54de,Employed full time,Yes,Often,2,3,2,1,1,1,2,4,1,4,1,1,1,1,1,1,3,1,1,It does not affect my ability to make decisions or think clearly.,25 - 34,UK,Woman
Yes,6658d84e36a39b239367aed9,Employed full time,Yes,Sometimes,2,2,2,1,3,2,1,5,2,5,4,6,7,2,1,2,4,4,1,"I think using AI tools is almost lazy, when I've used AI, I'm basically using AI to do the thinking for me. I'm not convinced this is a good thing overall for the human race. ",35 - 44,UK,Man
Yes,6658dd700eb742f84c1ecd57,Employed full time,Yes,Often,2,2,5,5,2,1,3,5,2,6,2,3,3,1,1,7,7,3,1,Prior to putting anything into AI you have some kind of understanding what the answer will be as its a thought process. However when AI puts a different outcome all together then it makes it simpler and clearer and thinks of different avenues you havent. ,35 - 44,Australia,Woman
Yes,665a16dd2db5a0dff976ea9b,Employed full time,Yes,Very often,5,6,5,6,4,6,5,6,6,4,6,5,6,1,1,1,4,6,2,It helps me to manage daily tasks in everyday life so I can focus more on other things and tasks.,18 - 24,UK,Woman
Yes,665c302327136dcdb0c4a2e0,Employed full time,Yes,Everyday,1,1,1,1,1,1,4,6,1,7,2,1,1,3,2,6,7,4,4,I don’t think it really affects my ability to think. I still have my own thoughts and am easily able to seperate my own thoughts from AI and/or think without AI. However it does make decision making easier sometimes. And I feel like it puts me at ease instead of questioning if I’m making the right decision,25 - 34,UK,Woman
Yes,665c955224ed3dc01981b68d,Student,No,Never,1,5,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,I do not use AI tools specifically because I think it would undermine my ability to think and make decisions and do things for myself,25 - 34,UK,Woman
Yes,665fc9a4ba95668b3533ddb9,Student,Yes,Everyday,2,2,1,5,2,1,5,2,2,4,2,5,5,1,1,1,1,1,1,I think it helps with productivity as I use it at a starting point for brief ideas,18 - 24,New Zealand,Man
Yes,6662f201ccf41c36e7408562,Self-employed / freelance,Yes,Everyday,1,1,1,6,1,1,5,1,7,4,1,1,1,1,4,1,2,2,1,it helps me to make decisions and to think more clearly. it does also sometimes help me to rest my mind.,25 - 34,UK,Woman
Yes,666328d8677a71d72b2544f2,Self-employed / freelance,Yes,Often,5,3,5,6,2,4,4,1,2,4,6,3,7,2,3,7,7,7,3,"Sometimes it help to not overthinking. If I suggest AI to be brutally honest and get to the point, it is easier for me.",25 - 34,UK,Woman
Yes,66647dac6b4645950f758d55,Employed full time,Yes,Often,6,4,5,7,2,4,5,2,2,6,7,5,7,4,3,3,4,3,4,I tend to dive deeper when AI keeps makeing more suggestions or offering more ways to help. I want to just get an answer sometimes and not keep going when they ask if I constantly want more help (ChatGPT ),Over 65,US,Woman
Yes,6667949cdf3bb5e82096a10b,Employed full time,Yes,Sometimes,2,2,2,1,2,1,2,1,1,4,2,2,2,5,5,2,2,2,2,It helps me say what I want to say in a more coherent way,35 - 44,US,Woman
Yes,666d9f87e4767cb47225a9cf,Unemployed and looking for work,Yes,Everyday,1,1,1,1,1,1,5,4,1,1,4,4,4,1,1,1,1,7,1,"Using for every small decision will make my mind think I should stop over using it, use it only necessary and my mind will not make right decisions.",25 - 34,US,Woman
Yes,66704327b46c7665de1190bc,Employed full time,Yes,Often,5,6,5,6,7,4,2,2,5,6,4,6,5,5,3,5,6,4,4,"Sometimes after using AI tools, I feel less confident in my own capability to solve the issue as AI has provided the answers. ",55 - 65,Ireland,Man
Yes,66723b1f7c3cf6961f0868a3,Homemaker / caring for family,Yes,Occasionally,6,5,5,6,3,4,3,1,4,3,3,3,6,2,2,2,6,6,4,"It can sometimes make things too complex, but it can also simplify and give information at a glance. If I don't trust what it is saying then I cross reference with another source. Regarding input, it can be a time waster giving it varied instructions in order to achieve a good outcome.",45 - 54,Australia,Woman
Yes,6674d66310b6684b86ddf7b9,Retired,Yes,Sometimes,5,5,5,5,5,5,3,3,3,4,5,5,5,6,4,7,7,6,2,"I am one of those people who are always thinking. I like using my mind. I compose essays about things in my head.  AI doesn't bother me as an idea generator, but it stresses me if it suggests points, arguments, etc. for an idea that is mine. I also dislike suggestions for making choices unless I specifically ASK for that. It's unsettling, confusing and also in some way feels like cheating. ",55 - 65,US,Woman
Yes,667a7ab2a6179deb78e9dd1a,Employed full time,Yes,Occasionally,4,6,4,4,3,5,2,1,1,5,5,5,6,3,3,3,3,5,1,"Using AI gives sometimes extensive options, sometimes helpful and sometimes obstructive.",45 - 54,UK,Man
Yes,667b56b086373fdd0b1ea4a3,Employed full time,Yes,Very often,2,2,2,4,2,1,7,6,2,6,2,1,4,2,2,6,7,7,1,I appreciate using digital and AI tools. It helps me to not think so hard. My daily work requires a lot of research and figuring out problems. AI is a big help to me and allows me to get my work done faster and to give my brain a break.,55 - 65,US,Woman
Yes,6684928e82e515000197f9c6,Self-employed / freelance,Yes,Occasionally,3,5,3,3,3,3,2,3,3,5,5,5,5,2,2,2,4,3,4,It really hasn't affected much so far. I think the only thing is maybe I might want to get a second opinion using an ai tool before making a big decision.,35 - 44,US,Man
Yes,668995230e63dee5f0165681,Employed part-time,Yes,Often,3,1,3,2,2,1,4,3,5,5,2,3,2,2,1,4,6,4,2,You become more reliant on these tools and often become lazy and use common sense. It is easier to just use AI tools as opposed to thinking hard,25 - 34,UK,Woman
Yes,668dc78c1b388adf48d7f329,Self-employed / freelance,Yes,Often,4,5,2,7,2,2,5,3,3,3,3,3,7,5,2,7,6,7,2,Some times instead of thinking I let AI trigger a thought and ideas then I follow thorough,45 - 54,US,Woman
Yes,668dc7b684452eaca13eb60d,Student,Yes,Occasionally,3,4,5,3,2,4,2,6,2,4,1,4,5,5,4,3,4,2,2,I think I view it as an advisory tool so I can recognise I do use it for decisions but I am not solely reliant on it. I might use it for mind clarity advise but not as a source ,18 - 24,UK,Woman
Yes,66929a6a268ccf0d6fce0d52,Unable to work due to illness or disability,No,Never,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,i have only used for studies that required me so don't have much experience although think they are good,55 - 65,UK,Woman
Yes,6692e6d4b97500a3b6f6efec,Unemployed and not currently looking for work,No,Rarely,2,2,4,4,3,4,2,3,1,1,3,1,1,2,1,1,4,1,1,"I think they rest my mind by helping me conclude information on topics, allowing me to free my mind from the worries of certain things.",35 - 44,US,Man
Yes,66968d3ed7be85f1b534d393,Homemaker / caring for family,Yes,Occasionally,4,3,4,4,3,3,3,4,3,3,3,4,4,2,2,2,4,4,3,I use AI to mainly check information on certain medical topics. I read the answers and cross check on non AI platforms mainly to cover all bases and give me peace of mind,55 - 65,UK,Woman
Yes,6697cf02d714e7ee3fdedcec,Employed full time,No,Rarely,2,3,2,2,1,2,1,2,2,6,2,2,2,1,1,3,4,4,1,I'm not sure it does very much personally. The only way I would suggest digital life affects my ability to concentrate is the sometimes constant buzz of notifications from my phone. ,35 - 44,UK,Man
Yes,669ad78bb5cd9126ab098737,Self-employed / freelance,Yes,Sometimes,5,6,5,2,2,3,2,2,2,6,6,6,6,3,3,5,6,7,2,Sometimes I feel as though I've lost control of things if I use AI too much.,55 - 65,UK,Man
